farm_id,date,sR,mR,dR,pF,lF,label
0,2023-05-12,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-13,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-14,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-15,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-16,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-17,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-18,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-19,0.9875,0.0125,0.0,0.64,0.05520833333333333,0
0,2023-05-20,0.996875,0.003125,0.0,0.64,0.057291666666666664,0
0,2023-05-21,0.996875,0.003125,0.0,0.64,0.057291666666666664,0
0,2023-05-22,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-23,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-24,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-25,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-26,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-27,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-28,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-29,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-30,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-05-31,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-06-01,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-06-02,1.0,0.0,0.0,0.64,0.05833333333333333,0
0,2023-06-03,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-04,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-05,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-06,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-07,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-08,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-09,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-10,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-11,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-12,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-13,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-14,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-15,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-16,1.0,0.0,0.0,0.64,0.059375000000000004,0
0,2023-06-17,1.0,0.0,0.0,0.64,0.06041666666666667,0
0,2023-06-18,1.0,0.0,0.0,0.64,0.06041666666666667,0
0,2023-06-19,1.0,0.0,0.0,0.64,0.06041666666666667,0
0,2023-06-20,0.934375,0.065625,0.0,0.64,0.06041666666666667,0
0,2023-06-21,0.934375,0.065625,0.0,0.64,0.06145833333333334,0
0,2023-06-22,0.934375,0.065625,0.0,0.64,0.06145833333333334,0
0,2023-06-23,0.934375,0.065625,0.0,0.64,0.06145833333333334,0
0,2023-06-24,0.896875,0.103125,0.0,0.64,0.06145833333333334,0
0,2023-06-25,0.896875,0.103125,0.0,0.64,0.0625,0
0,2023-06-26,0.896875,0.103125,0.0,0.64,0.0625,0
0,2023-06-27,0.896875,0.103125,0.0,0.64,0.0625,0
0,2023-06-28,0.896875,0.103125,0.0,0.64,0.0625,0
0,2023-06-29,0.896875,0.103125,0.0,0.64,0.06354166666666666,0
0,2023-06-30,0.896875,0.103125,0.0,0.64,0.06354166666666666,0
1,2023-01-02,1.0,0.0,0.0,0.878,0.0,0
1,2023-01-03,1.0,0.0,0.0,0.878,0.0,0
1,2023-01-04,1.0,0.0,0.0,0.878,0.0,0
1,2023-01-05,1.0,0.0,0.0,0.878,0.000759301442672741,0
1,2023-01-06,1.0,0.0,0.0,0.878,0.000759301442672741,0
1,2023-01-07,1.0,0.0,0.0,0.878,0.000759301442672741,0
1,2023-01-08,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-09,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-10,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-11,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-12,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-13,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-14,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-15,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-16,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-17,1.0,0.0,0.0,0.878,0.001518602885345482,0
1,2023-01-18,1.0,0.0,0.0,0.878,0.002277904328018223,0
1,2023-01-19,1.0,0.0,0.0,0.878,0.003037205770690964,0
1,2023-01-20,1.0,0.0,0.0,0.878,0.003796507213363706,0
1,2023-01-21,1.0,0.0,0.0,0.878,0.004555808656036446,0
1,2023-01-22,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-23,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-24,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-25,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-26,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-27,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-28,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-29,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-30,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-01-31,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-01,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-02,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-03,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-04,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-05,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-06,1.0,0.0,0.0,0.878,0.005315110098709188,0
1,2023-02-07,1.0,0.0,0.0,0.878,0.006074411541381928,0
1,2023-02-08,1.0,0.0,0.0,0.878,0.006074411541381928,0
1,2023-02-09,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-10,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-11,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-12,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-13,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-14,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-15,1.0,0.0,0.0,0.878,0.00683371298405467,0
1,2023-02-16,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-17,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-18,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-19,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-20,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-21,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-22,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-23,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-24,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-25,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-26,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-27,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-02-28,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-03-01,1.0,0.0,0.0,0.878,0.007593014426727412,0
1,2023-03-02,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-03,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-04,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-05,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-06,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-07,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-08,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-09,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-10,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-11,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-12,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-13,1.0,0.0,0.0,0.878,0.008352315869400152,0
1,2023-03-14,1.0,0.0,0.0,0.878,0.009111617312072893,0
1,2023-03-15,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-16,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-17,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-18,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-19,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-20,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-21,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-22,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-23,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-24,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-25,1.0,0.0,0.0,0.878,0.009870918754745635,0
1,2023-03-26,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-03-27,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-03-28,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-03-29,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-03-30,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-03-31,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-01,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-02,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-03,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-04,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-05,1.0,0.0,0.0,0.878,0.010630220197418376,0
1,2023-04-06,1.0,0.0,0.0,0.878,0.011389521640091117,0
1,2023-04-07,1.0,0.0,0.0,0.878,0.011389521640091117,0
1,2023-04-08,1.0,0.0,0.0,0.878,0.011389521640091117,0
1,2023-04-09,1.0,0.0,0.0,0.878,0.011389521640091117,0
1,2023-04-10,1.0,0.0,0.0,0.878,0.011389521640091117,0
1,2023-04-11,1.0,0.0,0.0,0.878,0.012148823082763856,0
1,2023-04-12,1.0,0.0,0.0,0.878,0.012148823082763856,0
1,2023-04-13,1.0,0.0,0.0,0.878,0.012148823082763856,0
1,2023-04-14,1.0,0.0,0.0,0.878,0.012908124525436599,0
1,2023-04-15,1.0,0.0,0.0,0.878,0.012908124525436599,0
1,2023-04-16,1.0,0.0,0.0,0.878,0.012908124525436599,0
1,2023-04-17,1.0,0.0,0.0,0.878,0.012908124525436599,0
1,2023-04-18,1.0,0.0,0.0,0.878,0.01366742596810934,0
1,2023-04-19,1.0,0.0,0.0,0.878,0.01366742596810934,0
1,2023-04-20,1.0,0.0,0.0,0.878,0.01442672741078208,0
1,2023-04-21,1.0,0.0,0.0,0.878,0.01442672741078208,0
1,2023-04-22,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-23,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-24,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-25,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-26,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-27,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-28,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-29,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-04-30,1.0,0.0,0.0,0.878,0.015186028853454823,0
1,2023-05-01,1.0,0.0,0.0,0.878,0.015945330296127564,0
1,2023-05-02,1.0,0.0,0.0,0.878,0.016704631738800303,0
1,2023-05-03,1.0,0.0,0.0,0.878,0.017463933181473046,0
1,2023-05-04,1.0,0.0,0.0,0.878,0.017463933181473046,0
1,2023-05-05,1.0,0.0,0.0,0.878,0.017463933181473046,0
1,2023-05-06,1.0,0.0,0.0,0.878,0.017463933181473046,0
1,2023-05-07,1.0,0.0,0.0,0.878,0.018223234624145785,0
1,2023-05-08,1.0,0.0,0.0,0.878,0.018223234624145785,0
1,2023-05-09,1.0,0.0,0.0,0.878,0.018223234624145785,0
1,2023-05-10,1.0,0.0,0.0,0.878,0.018223234624145785,0
1,2023-05-11,1.0,0.0,0.0,0.878,0.018982536066818528,0
1,2023-05-12,1.0,0.0,0.0,0.878,0.018982536066818528,0
1,2023-05-13,1.0,0.0,0.0,0.878,0.01974183750949127,0
1,2023-05-14,1.0,0.0,0.0,0.878,0.01974183750949127,0
1,2023-05-15,1.0,0.0,0.0,0.878,0.01974183750949127,0
1,2023-05-16,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-17,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-18,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-19,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-20,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-21,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-22,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-23,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-24,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-25,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-26,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-27,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-28,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-29,1.0,0.0,0.0,0.878,0.02050113895216401,1
1,2023-05-30,0.8405466970387244,0.12300683371298406,0.03644646924829157,0.878,0.02201974183750949,1
1,2023-05-31,0.8405466970387244,0.12300683371298406,0.03644646924829157,0.878,0.022779043280182234,1
1,2023-06-01,0.7699316628701595,0.17539863325740318,0.05466970387243736,0.878,0.023538344722854973,1
1,2023-06-02,0.7699316628701595,0.17539863325740318,0.05466970387243736,0.878,0.023538344722854973,1
1,2023-06-03,0.6537585421412301,0.2870159453302961,0.05922551252847381,0.878,0.024297646165527712,1
1,2023-06-04,0.5535307517084282,0.37585421412300685,0.07061503416856492,0.878,0.025056947608200455,1
1,2023-06-05,0.4783599088838269,0.4054669703872437,0.11617312072892938,0.878,0.025816249050873197,1
1,2023-06-06,0.4783599088838269,0.4054669703872437,0.11617312072892938,0.878,0.02657555049354594,1
1,2023-06-07,0.39635535307517084,0.45785876993166286,0.14578587699316628,0.878,0.02733485193621868,1
1,2023-06-08,0.765375854214123,0.0774487471526196,0.1571753986332574,0.878,0.0296127562642369,1
1,2023-06-09,0.785876993166287,0.05694760820045558,0.1571753986332574,0.878,0.030372057706909646,1
1,2023-06-10,0.7312072892938497,0.0979498861047836,0.17084282460136674,0.878,0.031131359149582385,1
1,2023-06-11,0.7312072892938497,0.0979498861047836,0.17084282460136674,0.878,0.031131359149582385,1
1,2023-06-12,0.6036446469248291,0.20045558086560364,0.1958997722095672,0.878,0.03189066059225513,1
1,2023-06-13,0.724373576309795,0.029612756264236904,0.2460136674259681,0.878,0.03416856492027335,1
1,2023-06-14,0.724373576309795,0.029612756264236904,0.2460136674259681,0.878,0.03492786636294609,1
1,2023-06-15,0.7129840546697038,0.03416856492027335,0.2528473804100228,0.878,0.03644646924829157,1
1,2023-06-16,0.6104783599088838,0.11389521640091116,0.275626423690205,0.878,0.03720577069096431,1
1,2023-06-17,0.5785876993166287,0.13211845102505695,0.28929384965831434,0.878,0.037965072133637055,1
1,2023-06-18,0.5398633257403189,0.16856492027334852,0.29157175398633256,0.878,0.03872437357630979,1
1,2023-06-19,0.44874715261959,0.2460136674259681,0.3052391799544419,0.878,0.03948367501898254,1
1,2023-06-20,0.4145785876993166,0.214123006833713,0.3712984054669704,0.878,0.040242976461655276,1
1,2023-06-21,0.34851936218678814,0.20501138952164008,0.44646924829157175,0.878,0.04100227790432802,1
1,2023-06-22,0.33940774487471526,0.16400911161731208,0.49658314350797267,0.878,0.04176157934700076,1
1,2023-06-23,0.28929384965831434,0.20045558086560364,0.510250569476082,0.878,0.042520880789673504,0
1,2023-06-24,0.2437357630979499,0.19134396355353075,0.5649202733485194,0.878,0.04328018223234625,0
1,2023-06-25,0.23462414578587698,0.17312072892938496,0.592255125284738,0.878,0.04403948367501898,0
1,2023-06-26,0.2255125284738041,0.17312072892938496,0.6013667425968109,0.878,0.04555808656036447,0
1,2023-06-27,0.20273348519362186,0.1776765375854214,0.6195899772209568,0.878,0.0463173880030372,0
1,2023-06-28,0.17084282460136674,0.1845102505694761,0.6446469248291572,0.878,0.047076689445709946,0
1,2023-06-29,0.2870159453302961,0.06605922551252848,0.6469248291571754,0.878,0.048595292331055424,0
1,2023-06-30,0.2505694760820046,0.09339407744874716,0.6560364464692483,0.878,0.04935459377372817,0
2,2023-01-02,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-03,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-04,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-05,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-06,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-07,1.0,0.0,0.0,0.352,0.0,0
2,2023-01-08,1.0,0.0,0.0,0.352,0.001893939393939394,0
2,2023-01-09,1.0,0.0,0.0,0.352,0.001893939393939394,0
2,2023-01-10,1.0,0.0,0.0,0.352,0.001893939393939394,0
2,2023-01-11,1.0,0.0,0.0,0.352,0.003787878787878788,0
2,2023-01-12,1.0,0.0,0.0,0.352,0.003787878787878788,0
2,2023-01-13,1.0,0.0,0.0,0.352,0.003787878787878788,0
